Sağlık Tesisi Adı,Ana Kategori,Alt Kategori,İlçe Adı,Mahalle Adı,ADRES,Latitude,Longitude
Yusufpaşa Ecza Deposu Şirketi,Sağlık,Ecza Deposu,FATİH,HASEKİ SULTAN,Turgut Özal Millet Cad. No:15 HASEKİ SULTAN/FATİH,41.009817,28.946449
Sağlam Optik,Sağlık,Gözlükçü/Optik,ŞİŞLİ,MERKEZ,Abide-i Hürriyet Cad. No:163 A MERKEZ/ŞİŞLİ,41.062064,28.987436
Seda Optik,Sağlık,Gözlükçü/Optik,ÜSKÜDAR,KISIKLI,Bosna Bulvarı No:7 E KISIKLI/ÜSKÜDAR,41.02513,29.084001
Özel Etiler Hastanesi,Sağlık,Özel Hastane,BEŞİKTAŞ,NİSBETİYE,Aydın Sk. No:1 NİSBETİYE/BEŞİKTAŞ,41.072374,29.018348
Diş Hekimi Uğur Baykal,Sağlık,Diş Hekimi,BAHÇELİEVLER,ŞİRİNEVLER,Mithatpaşa 1 Cad. No:37 ŞİRİNEVLER/BAHÇELİEVLER,40.995361,28.848646
Şimşek Optik,Sağlık,Gözlükçü/Optik,FATİH,HOBYAR,Büyük Postane Cad. No:5 B HOBYAR/FATİH,41.014256,28.974762
Opmar Optik,Sağlık,Gözlükçü/Optik,FATİH,HOBYAR,Hamidiye Cad. No:16 E HOBYAR/FATİH,41.0158,28.973797
Beyaz Işık,Sağlık,Diş Hekimi,ŞİŞLİ,MECİDİYEKÖY,Mecidiyeköy Yolu Cad. No:10 A MECİDİYEKÖY/ŞİŞLİ,41.06726,28.993085
Maya Medikal,Sağlık,Medikal,FATİH,KOCA MUSTAFAPAŞA,Org. Abdurrahman Nâfiz Gürman Cad. No:42 A KOCA MUSTAFAPAŞA/FATİH,41.002089,28.936151
Sultangazi Anafartalar Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,SULTANGAZİ,CEBECİ,Çanakkale Şehitleri Cad. No:65 -67 CEBECİ/SULTANGAZİ,41.110314,28.860669
Veni Vidi Optik,Sağlık,Gözlükçü/Optik,ATAŞEHİR,ÖRNEK,Şehit Cahar Dudayev Cad. No:46 B ÖRNEK/ATAŞEHİR,40.995448,29.079371
Op. Dr. Timuçin Timuroğlu,Sağlık,Doktor/Muayenehane,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Işıklar Cad. No:35 KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.98493,29.108912
Prof. Dr. Ahmet Ziya Balta,Sağlık,Doktor/Muayenehane,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Işıklar Cad. No:31 -33 KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.984807,29.109433
Harmed Ortopedi,Sağlık,Medikal,GAZİOSMANPAŞA,KARADENİZ,1110. Sk. No:39 A KARADENİZ/GAZİOSMANPAŞA,41.078795,28.886748
Atasun Optik,Sağlık,Gözlükçü/Optik,SİLİVRİ,ALİBEY,Fevzi Çakmak Cad. No:22 B ALİBEY/SİLİVRİ,41.075192,28.249864
Şafak Optik,Sağlık,Gözlükçü/Optik,SARIYER,REŞİTPAŞA,Tuncay Artun Cad. No:16 A REŞİTPAŞA/SARIYER,41.10564,29.043684
Özel Sudent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAĞCILAR,HÜRRİYET,Menderes Cad. No:4 B HÜRRİYET/BAĞCILAR,41.030914,28.828327
Özüm Optik,Sağlık,Gözlükçü/Optik,KÜÇÜKÇEKMECE,ATATÜRK,İkitelli Cad. No:213 B ATATÜRK/KÜÇÜKÇEKMECE,41.055285,28.793749
Smt Medikal,Sağlık,Medikal,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:36 B MERKEZ/GAZİOSMANPAŞA,41.059028,28.909309
Smıle Academy,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KADIKÖY,GÖZTEPE,Tütüncü Mehmetefendi Cad. No:25 A GÖZTEPE/KADIKÖY,40.974442,29.063208
Özel Sultangazi Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,SULTANGAZİ,SULTANÇİFTLİĞİ,29. Sk. No:1 SULTANÇİFTLİĞİ/SULTANGAZİ,41.10028,28.862605
Beta Medikal,Sağlık,Medikal,TUZLA,EVLİYA ÇELEBİ,Hatboyu Cad. No:10 F EVLİYA ÇELEBİ/TUZLA,40.843604,29.299873
Gb Anka Optik,Sağlık,Gözlükçü/Optik,ESENYURT,FATİH,952. Sk. No:1 A FATİH/ESENYURT,41.032802,28.679447
Bülent Optik,Sağlık,Gözlükçü/Optik,ŞİŞLİ,19-May,Etfal Hastanesi Sk. No:1 19 MAYIS/ŞİŞLİ,41.058171,28.98759
knt medikal,Sağlık,Medikal,PENDİK,AHMET YESEVİ,Yesevi Cad. No:53 A AHMET YESEVİ/PENDİK,40.872066,29.307225
Doktor Diş,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAĞCILAR,DEMİRKAPI,Maslak Cad. No:12 A DEMİRKAPI/BAĞCILAR,41.053476,28.833194
Medipoint Tıp Merkezi,Sağlık,Tıp Merkezi Özel,KADIKÖY,MERDİVENKÖY,Şair Arşi Cad. No:6 A MERDİVENKÖY/KADIKÖY,40.982404,29.071254
Özel Defne Dent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ESENYURT,ÖRNEK,Doğan Araslı Bulvarı No:203 ÖRNEK/ESENYURT,41.045455,28.674661
Özel Yüzyıl Ağız ve Diş Sağlığı Poliklinliği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAĞCILAR,100. YIL,Barbaros Cad. No:19 C 100. YIL/BAĞCILAR,41.05719,28.85488
Beyaz Işık Ağız ve Diş Sağlığı,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,SULTANGAZİ,İSMETPAŞA,Eski Edirne Asfaltı Cad. No:683 A İSMETPAŞA/SULTANGAZİ,41.108236,28.859464
Beyaz Işık Diş,Sağlık,Ağız Diş Sağlığı Merkezi,BAHÇELİEVLER,KOCASİNAN MERKEZ,Mahmutbey Cad. No:331 A KOCASİNAN MERKEZ/BAHÇELİEVLER,41.018294,28.841218
Uzm. Ody. Muhammet Esen,Sağlık,Doktor/Muayenehane,ÜSKÜDAR,KÜPLÜCE,Kuşburnu Sk. No:10 /1 KÜPLÜCE/ÜSKÜDAR,41.035652,29.057887
Sayan Optik,Sağlık,Gözlükçü/Optik,BAĞCILAR,YILDIZTEPE,Bağcılar Cad. No:132 C YILDIZTEPE/BAĞCILAR,41.020774,28.85811
Mehmet Özkan Optik,Sağlık,Gözlükçü/Optik,PENDİK,DOĞU,Ortanca Cad. No:66 A DOĞU/PENDİK,40.878405,29.235475
Asya Optik,Sağlık,Gözlükçü/Optik,BEYOĞLU,BEREKETZADE,Bereketzade Medresesi Sk. No:3 A BEREKETZADE/BEYOĞLU,41.024817,28.974261
Özel Derya Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,MALTEPE,FINDIKLI,Gazi Mustafa Kemal Cad. No:17 -19C FINDIKLI/MALTEPE,40.969905,29.124121
Özel Klinik No1 Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ŞİŞLİ,MERKEZ,Abide-i Hürriyet Cad. No:181 B MERKEZ/ŞİŞLİ,41.06321,28.987533
Özel Naturdent Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KADIKÖY,ACIBADEM,Arma Çıkmazı No:2 /2 ACIBADEM/KADIKÖY,41.005341,29.044453
Maltepe Gülsuyu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,MALTEPE,GÜLSUYU,Eski Üsküdar Cad. No:44 GÜLSUYU/MALTEPE,40.927918,29.157065
Özel Dentaylin Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KÜÇÜKÇEKMECE,HALKALI MERKEZ,Fatih Cad. No:28 A HALKALI MERKEZ/KÜÇÜKÇEKMECE,41.034348,28.794423
Net Optik 3,Sağlık,Gözlükçü/Optik,BAHÇELİEVLER,ZAFER,Gümüş Sk. No:40 A ZAFER/BAHÇELİEVLER,40.999073,28.838165
Seslem İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:48 B MERKEZ/GAZİOSMANPAŞA,41.059395,28.908092
Özel Klinik Viyana Ağız Diş Sağlığı,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAKIRKÖY,SAKIZAĞACI,İstanbul Cad. No:86 A SAKIZAĞACI/BAKIRKÖY,40.978632,28.880712
Mimoza Ağız ve Diş Sağlığı Polikliniği,Sağlık,Diş Hekimi,KADIKÖY,19-May,İnönü Cad. No:50 A 19 MAYIS/KADIKÖY,40.979231,29.088881
Özel İstanbulum Tıp Merkezi,Sağlık,Tıp Merkezi Özel,SULTANGAZİ,SULTANÇİFTLİĞİ,Eski Edirne Asfaltı Cad. No:623 A SULTANÇİFTLİĞİ/SULTANGAZİ,41.103345,28.861764
Ediz Optik,Sağlık,Gözlükçü/Optik,BAĞCILAR,İNÖNÜ,Hoca Ahmet Yesevi Cad. No:17 A İNÖNÜ/BAĞCILAR,41.033208,28.852791
Özel Işık Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BAĞCILAR,100. YIL,2172. Sk. No:1 100. YIL/BAĞCILAR,41.062887,28.855064
Azim Optik,Sağlık,Gözlükçü/Optik,ATAŞEHİR,KAYIŞDAĞI,Uslu Cad. No:40 B KAYIŞDAĞI/ATAŞEHİR,40.981467,29.143901
Esen Optik,Sağlık,Gözlükçü/Optik,ESENYURT,FATİH,Ondokuz Mayıs Bulvarı No:17 -19J FATİH/ESENYURT,41.032892,28.676715
Anadolu Göz Optik,Sağlık,Gözlükçü/Optik,ÜSKÜDAR,KISIKLI,Ferah Cad. No:69 A KISIKLI/ÜSKÜDAR,41.027222,29.074759
Nish Clinica Estetic,Sağlık,Sağlık Diğer,ŞİŞLİ,TEŞVİKİYE,Nişantaşı Ihlamur Yolu Sk. No:1 TEŞVİKİYE/ŞİŞLİ,41.050167,28.993358
Dkt. Elif Ezgi Işık,Sağlık,Doktor/Muayenehane,KÜÇÜKÇEKMECE,HALKALI MERKEZ,Turgut Özal Bulvarı No:16 /1 HALKALI MERKEZ/KÜÇÜKÇEKMECE,41.034862,28.775101
Op. Dr. Özer Ahmet Sert,Sağlık,Doktor/Muayenehane,KADIKÖY,FİKİRTEPE,Mandıra Cad. No:9 FİKİRTEPE/KADIKÖY,40.994305,29.05036
Dr. Ertuğrul Necioğlu,Sağlık,Doktor/Muayenehane,GAZİOSMANPAŞA,KAZIM KARABEKİR,Dr. Gürkan Ceylan Cad. No:59 KAZIM KARABEKİR/GAZİOSMANPAŞA,41.082423,28.914228
Diş Hekimi Kenan Erdoğan,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,MEVLANA,İmam Hatip Lisesi Bulvarı No:57 MEVLANA/GAZİOSMANPAŞA,41.082561,28.914717
Alibey Hospital,Sağlık,Özel Hastane,EYÜPSULTAN,KARADOLAP,Adnan Menderes Cad. No:1 KARADOLAP/EYÜPSULTAN,41.078986,28.927152
Ömay Optik,Sağlık,Gözlükçü/Optik,BEYLİKDÜZÜ,YAKUPLU,Mareşal Fevzi Çakmak Cad. No:17 B YAKUPLU/BEYLİKDÜZÜ,40.99612,28.673713
Diş Hekimi Gizem Seyrek Yıldırım,Sağlık,Diş Hekimi,KADIKÖY,ZÜHTÜPAŞA,Recep Peker Cad. No:38 ZÜHTÜPAŞA/KADIKÖY,40.984208,29.038668
Diş Hekimi Kadir Demirkazık,Sağlık,Diş Hekimi,KADIKÖY,ZÜHTÜPAŞA,Recep Peker Cad. No:36 ZÜHTÜPAŞA/KADIKÖY,40.984359,29.038645
Emirhan Optik,Sağlık,Gözlükçü/Optik,GAZİOSMANPAŞA,KAZIM KARABEKİR,Efes Sk. No:5 -7A KAZIM KARABEKİR/GAZİOSMANPAŞA,41.076849,28.916656
Lacivert Optik,Sağlık,Gözlükçü/Optik,KÜÇÜKÇEKMECE,YEŞİLOVA,1012. Sk. No:3 YEŞİLOVA/KÜÇÜKÇEKMECE,40.988284,28.790428
Dr. Gülnaz İncemehmet,Sağlık,Doktor/Muayenehane,EYÜPSULTAN,YEŞİLPINAR,Pamuk Sk. No:13 YEŞİLPINAR/EYÜPSULTAN,41.082105,28.918067
Kaan Optik,Sağlık,Gözlükçü/Optik,EYÜPSULTAN,YEŞİLPINAR,Özlem Sk. No:10 D YEŞİLPINAR/EYÜPSULTAN,41.081443,28.917322
Bora Optik,Sağlık,Gözlükçü/Optik,EYÜPSULTAN,YEŞİLPINAR,Özlem Sk. No:12 B YEŞİLPINAR/EYÜPSULTAN,41.08143,28.917528
Optical Optik,Sağlık,Gözlükçü/Optik,BÜYÜKÇEKMECE,FATİH,Fedakar Sk. No:10 A FATİH/BÜYÜKÇEKMECE,41.022114,28.585352
Dr. Orhan Gümüş -Hacamat Sülük,Sağlık,Doktor/Muayenehane,ÜSKÜDAR,BULGURLU,Ünlü Sk. No:5 BULGURLU/ÜSKÜDAR,41.016068,29.075454
Qbmed Sağlık Hizmetleri,Sağlık,Medikal,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Işıklar Cad. No:37 A KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.985042,29.108655
Medihost,Sağlık,Medikal,PENDİK,DOĞU,Dilden Sk. No:8 DOĞU/PENDİK,40.877108,29.235094
Dr. Orhan Mutlu,Sağlık,Doktor/Muayenehane,AVCILAR,FİRUZKÖY,Hasan Önel Cad. No:124 A FİRUZKÖY/AVCILAR,41.015258,28.705524
Diş Hekimi Ela Kalaycıoğlu Demircan,Sağlık,Diş Hekimi,ŞİŞLİ,HARBİYE,Teşvikiye Cad. No:5 HARBİYE/ŞİŞLİ,41.048669,28.994237
Özel Tepe Dent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,EYÜPSULTAN,KARADOLAP,Neşeli Sk. No:18 B KARADOLAP/EYÜPSULTAN,41.079095,28.927604
Psk. Fatma Fidan,Sağlık,Psikologlar,BEŞİKTAŞ,MECİDİYE,Sağlık Sk. No:4 MECİDİYE/BEŞİKTAŞ,41.047945,29.025283
Moda Optik,Sağlık,Gözlükçü/Optik,AVCILAR,CİHANGİR,Sulukuyu Sk. No:10 CİHANGİR/AVCILAR,40.993281,28.707183
Diş Hekimi Ümit Korkmaz,Sağlık,Diş Hekimi,FATİH,KOCA MUSTAFAPAŞA,Hacı Kadın Cad. No:43 KOCA MUSTAFAPAŞA/FATİH,41.001594,28.929912
Dr. Elmira Seferli,Sağlık,Doktor/Muayenehane,MALTEPE,ALTINTEPE,Elmas Sk. No:1 ALTINTEPE/MALTEPE,40.956202,29.107435
Küçükçekmece Tepeüstü Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KÜÇÜKÇEKMECE,YENİ MAHALLE,İnönü Cad. No:66 /2 YENİ MAHALLE/KÜÇÜKÇEKMECE,40.996704,28.776223
Diyetisyen Esma Bulut,Sağlık,Diyetisyen,EYÜPSULTAN,YEŞİLPINAR,Pamuk Sk. No:14 YEŞİLPINAR/EYÜPSULTAN,41.081894,28.91712
Gopdent Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:63 C MERKEZ/GAZİOSMANPAŞA,41.059507,28.906796
Özel Tanfer Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ŞİŞLİ,MEŞRUTİYET,Rumeli Cad. No:18 A MEŞRUTİYET/ŞİŞLİ,41.05265,28.990386
İstanbul Haseki Eğitim ve Araştırma Hastanesi,Sağlık,Eğitim Araştırma Hastanesi,FATİH,HASEKİ SULTAN,Turgut Özal Millet Cad. No:23 /1 HASEKİ SULTAN/FATİH,41.010532,28.943541
Yeni Saray Optik,Sağlık,Gözlükçü/Optik,BÜYÜKÇEKMECE,FATİH,Fedakar Sk. No:8 A FATİH/BÜYÜKÇEKMECE,41.022031,28.585574
Elit Optik,Sağlık,Gözlükçü/Optik,BÜYÜKÇEKMECE,FATİH,Fedakar Sk. No:8 B FATİH/BÜYÜKÇEKMECE,41.022069,28.58549
Renk Optik,Sağlık,Gözlükçü/Optik,BÜYÜKÇEKMECE,FATİH,Fedakar Sk. No:4 C FATİH/BÜYÜKÇEKMECE,41.021794,28.586056
Diş Hekimi Gözde Armutçu,Sağlık,Diş Hekimi,ŞİŞLİ,MEŞRUTİYET,Rumeli Cad. No:24 A MEŞRUTİYET/ŞİŞLİ,41.052851,28.990002
Ümraniye Can Optik,Sağlık,Gözlükçü/Optik,ÜMRANİYE,İSTİKLAL,Mithatpaşa Cad. No:19 İSTİKLAL/ÜMRANİYE,41.024502,29.099908
Özel Mavi Ağız ve Diş Sağlığı Polikliniği,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,FEVZİ ÇAKMAK,Gebzeli Cad. No:11 B FEVZİ ÇAKMAK/GAZİOSMANPAŞA,41.071515,28.902489
Sarıyer Çayırbaşı Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,SARIYER,ÇAYIRBAŞI,Atatürk Okulu Sk. No:1 /B ÇAYIRBAŞI/SARIYER,41.156,29.030938
Bağcılar 42 Evler Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAĞCILAR,100. YIL,Veysel Karani Cad. No:11 C 100. YIL/BAĞCILAR,41.06782,28.851216
Bayrampaşa 7 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAYRAMPAŞA,YILDIRIM,Beyaz Sümbül Sk. No:8 B YILDIRIM/BAYRAMPAŞA,41.067089,28.888311
Bahçelievler Çobançeşme Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAHÇELİEVLER,ÇOBANÇEŞME,Dr.Sadık Ahmet Sk. No:28 ÇOBANÇEŞME/BAHÇELİEVLER,41.005679,28.828284
İncim Optik,Sağlık,Gözlükçü/Optik,ZEYTİNBURNU,TELSİZ,85. Cad. No:75 -77A TELSİZ/ZEYTİNBURNU,40.999676,28.912867
Kum Optik,Sağlık,Gözlükçü/Optik,KÜÇÜKÇEKMECE,ATATÜRK,Salı Pazarı Cad. No:47 ATATÜRK/KÜÇÜKÇEKMECE,41.050483,28.803653
Küllüce Optik,Sağlık,Gözlükçü/Optik,ÜSKÜDAR,KÜÇÜKÇAMLICA,Libadiye Cad. No:42 /2 KÜÇÜKÇAMLICA/ÜSKÜDAR,41.010602,29.074493
Diş Hekimi İlker Erdoğan,Sağlık,Diş Hekimi,KADIKÖY,ZÜHTÜPAŞA,Rüştiye Sk. No:46 A ZÜHTÜPAŞA/KADIKÖY,40.981368,29.038337
Özel Gaziosmanpaşa Kadın Sağlığı Merkezi,Sağlık,Doktor/Muayenehane,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:63 F MERKEZ/GAZİOSMANPAŞA,41.059558,28.906628
Eye Star,Sağlık,Göz Merkezi Özel,BEYOĞLU,KOCATEPE,Cumhuriyet Geçidi No:13 KOCATEPE/BEYOĞLU,41.039734,28.98575
Diş Hekimi Aysel Ekinci,Sağlık,Diş Hekimi,PENDİK,BATI,19 Mayıs Cad. No:61 BATI/PENDİK,40.876067,29.232803
Elegance Pen Optik,Sağlık,Gözlükçü/Optik,PENDİK,BATI,İsmetpaşa Cad. No:33 A BATI/PENDİK,40.877187,29.233346
Eksper Optik,Sağlık,Gözlükçü/Optik,BÜYÜKÇEKMECE,FATİH,Fedakar Sk. No:6 A FATİH/BÜYÜKÇEKMECE,41.02188,28.585838
Maslak Veteriner Kliniği,Sağlık,Veteriner,SARIYER,REŞİTPAŞA,Tuncay Artun Cad. No:113 A REŞİTPAŞA/SARIYER,41.109571,29.041608
Özel Estetik Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ÜSKÜDAR,KÜÇÜKÇAMLICA,Libadiye Cad. No:70 KÜÇÜKÇAMLICA/ÜSKÜDAR,41.006548,29.072778
Pat Health Veteriner,Sağlık,Veteriner,BEYKOZ,İNCİRKÖY,Soğuksu Cad. No:83 - İNCİRKÖY/BEYKOZ,41.118489,29.123593
Prof. Dr. Ali Rüştü Ergür,Sağlık,Doktor/Muayenehane,KADIKÖY,KOŞUYOLU,Mehmet Akfan Sk. No:7 -9 KOŞUYOLU/KADIKÖY,41.00947,29.04113
Diş Hekimi Ahmet Müftüoğlu,Sağlık,Diş Hekimi,ESENYURT,YEŞİLKENT,Hacı Bayram Veli Cad. No:2 -4 YEŞİLKENT/ESENYURT,41.026205,28.663762
Diş Hekimi Esen Gündoğdu,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,SARIGÖL,Ordu Cad. No:69 -71 SARIGÖL/GAZİOSMANPAŞA,41.058074,28.91974
Uzman Diyetisyen Ayşe Gül Güven,Sağlık,Diyetisyen,ŞİŞLİ,HALASKARGAZİ,Rumeli Cad. No:61 A HALASKARGAZİ/ŞİŞLİ,41.053203,28.988686
Veteriner,Sağlık,Veteriner,BÜYÜKÇEKMECE,FATİH,Cengiz Topel Cad. No:89 A FATİH/BÜYÜKÇEKMECE,41.017957,28.599624
Diş Hekimi İlkay Bal,Sağlık,Diş Hekimi,KADIKÖY,RASİMPAŞA,Yavuztürk Sk. No:32 RASİMPAŞA/KADIKÖY,40.992231,29.031338
Vetpark Veteriner,Sağlık,Veteriner,ESENYURT,MEVLANA,Yıldırım Beyazıt Cad. No:14 D MEVLANA/ESENYURT,41.012651,28.655372
Diş Hekimi Hülya Şen Nuhoğlu,Sağlık,Diş Hekimi,KAĞITHANE,SULTAN SELİM,Sultan Selim Cad. No:88 SULTAN SELİM/KAĞITHANE,41.090935,28.998045
Diş Hekimi Erdal Işık,Sağlık,Diş Hekimi,FATİH,HOBYAR,Vakıf Hanı Sk. No:1 HOBYAR/FATİH,41.015591,28.972173
Diş Hekimi Fevzi Mutlu,Sağlık,Diş Hekimi,ÜSKÜDAR,KÜÇÜKÇAMLICA,Libadiye Cad. No:58 KÜÇÜKÇAMLICA/ÜSKÜDAR,41.007408,29.073155
Özel Sante Plus Hastanesi,Sağlık,Özel Hastane,ZEYTİNBURNU,ÇIRPICI,Prof. Dr. Turan Güneş Cad. No:117 ÇIRPICI/ZEYTİNBURNU,40.998435,28.894424
Veteriner Kliniği,Sağlık,Veteriner,KADIKÖY,19-May,Şelale Sk. No:7 19 MAYIS/KADIKÖY,40.977714,29.087906
Esenyurt 6 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENYURT,ÜÇEVLER,897. Sk. No:1 ÜÇEVLER/ESENYURT,41.02666,28.677259
Selam Medikal,Sağlık,Medikal,ÜSKÜDAR,BARBAROS,Mustafa Pehlivan Sk. No:3 /3 BARBAROS/ÜSKÜDAR,41.014184,29.033614
Op.Dr. Oytun İdil,Sağlık,Doktor/Muayenehane,ŞİŞLİ,HALASKARGAZİ,Rumeli Cad. No:3 HALASKARGAZİ/ŞİŞLİ,41.051898,28.991085
Işıl Tansal Evcimik,Sağlık,Diş Hekimi,ŞİŞLİ,TEŞVİKİYE,Ahmet Fetgeri Sk. No:16 TEŞVİKİYE/ŞİŞLİ,41.048487,28.996139
Net Bakış Optik,Sağlık,Gözlükçü/Optik,ÜSKÜDAR,KISIKLI,Ferah Cad. No:67 A KISIKLI/ÜSKÜDAR,41.027099,29.07473
A'N Psikoloji,Sağlık,Psikologlar,ŞİŞLİ,HALASKARGAZİ,Rumeli Cad. No:69 HALASKARGAZİ/ŞİŞLİ,41.053485,28.987815
Eyüp 10 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,EYÜPSULTAN,ÇIRÇIR,Güngören Cad. No:25 A ÇIRÇIR/EYÜPSULTAN,41.079935,28.941278
Biruni Laboratuvarı,Sağlık,Laboratuvar Özel,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Işıklar Cad. No:37 C KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.985073,29.108497
Marmara Denge Fizik Tedavi ve Rehabilitasyon,Sağlık,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,KADIKÖY,CAFERAĞA,Mühürdar Cad. No:109 A CAFERAĞA/KADIKÖY,40.985666,29.021252
Gül Optik,Sağlık,Gözlükçü/Optik,PENDİK,FEVZİ ÇAKMAK,Selanik Sk. No:9 A FEVZİ ÇAKMAK/PENDİK,40.886999,29.260403
Diş Hekimi Ahmet Tanju Fatsi,Sağlık,Diş Hekimi,FATİH,SEYYİD ÖMER,Altımermer Cad. No:16 SEYYİD ÖMER/FATİH,41.007798,28.931319
Psk. Vefa Karatay,Sağlık,Psikologlar,BAŞAKŞEHİR,BAHÇEŞEHİR 2. KISIM,Esenkent Bahçeşehir Yolu Cad. No:10 - BAHÇEŞEHİR 2. KISIM/BAŞAKŞEHİR,41.062369,28.683546
Op. Dr. Erden Günay,Sağlık,Doktor/Muayenehane,BAHÇELİEVLER,BAHÇELİEVLER,Naci Kasım Sk. No:1 BAHÇELİEVLER/BAHÇELİEVLER,41.00613,28.870814
Bilgin Optik,Sağlık,Gözlükçü/Optik,KÜÇÜKÇEKMECE,YEŞİLOVA,4. Barbaros Cad. No:49 C YEŞİLOVA/KÜÇÜKÇEKMECE,40.990835,28.789584
Globalgöz Optik,Sağlık,Gözlükçü/Optik,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Işıklar Cad. No:37 H KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.985119,29.108154
Türkan Optik,Sağlık,Gözlükçü/Optik,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:60 B MERKEZ/GAZİOSMANPAŞA,41.059729,28.907099
Yaz Optik,Sağlık,Gözlükçü/Optik,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:58 A MERKEZ/GAZİOSMANPAŞA,41.05955,28.90763
Prof. Dr. Semra Çalangil,Sağlık,Doktor/Muayenehane,ŞİŞLİ,MEŞRUTİYET,Rumeli Cad. No:2 /1 MEŞRUTİYET/ŞİŞLİ,41.051957,28.991248
Diş Hekimi Ilgaz Kalaycıoğlu,Sağlık,Diş Hekimi,ŞİŞLİ,HARBİYE,Teşvikiye Cad. No:5 A HARBİYE/ŞİŞLİ,41.048614,28.994273
Temadent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KÜÇÜKÇEKMECE,ATAKENT,221. Sk. No:3 C ATAKENT/KÜÇÜKÇEKMECE,41.055847,28.7613
Bakım Evi,Sağlık,Yaşlı Bakım Evi/Huzurevi,BÜYÜKÇEKMECE,FATİH,Kaynak Sk. No:17 D FATİH/BÜYÜKÇEKMECE,41.021524,28.600084
Çalışkan Medikal,Sağlık,Medikal,GAZİOSMANPAŞA,MERKEZ,Çukurçeşme Cad. No:52 A MERKEZ/GAZİOSMANPAŞA,41.059463,28.907889
Mim Psikoteknik,Sağlık,Psikoteknik Değerlendirme Merkezi,AVCILAR,MUSTAFA KEMALPAŞA,Firuzköy Bulvarı No:171 MUSTAFA KEMALPAŞA/AVCILAR,41.005271,28.706615
Kayra Medikal,Sağlık,Medikal,BÜYÜKÇEKMECE,FATİH,Veysel Karani Cad. No:5 A FATİH/BÜYÜKÇEKMECE,41.019186,28.597508
